Incident_ID,Date,Year,Month,Day,Role,Victim,Gender,Age,Date_of_Death
2021-0013,2021-01-31,2021,1,31,Driver,Motorcycle,Male,41,2021-01-31
2021-0014,2021-02-02,2021,2,2,Pedestrian,Pedestrian,Male,28,2021-02-18
2021-0015,2021-02-06,2021,2,6,Driver,Motorcycle,Male,26,2021-02-06
2021-0016,2021-02-14,2021,2,14,Driver,Car,Male,22,2021-02-14
2021-0017,2021-02-17,2021,2,17,Driver,Motorcycle,Male,33,2021-02-17
2021-0018,2021-02-20,2021,2,20,Pedestrian,Pedestrian,Male,36,2021-03-08
2021-0019,2021-02-21,2021,2,21,Driver,Motorcycle,Male,30,2021-02-21
2021-0020,2021-02-21,2021,2,21,Pedestrian,Pedestrian,Female,42,2021-02-21
2021-0021,2021-02-26,2021,2,26,Driver,Motorcycle,Male,39,2021-03-04
2021-0022,2021-02-28,2021,2,28,Passenger_Companion,Passengers,Male,68,2021-03-06
2021-0023,2021-03-01,2021,3,1,Driver,Motorcycle,Male,24,2021-03-01
2021-0024,2021-03-03,2021,3,3,Cyclist,Bicycle,Male,5,2021-03-03
2021-0025,2021-03-11,2021,3,11,Driver,Motorcycle,Male,37,2021-03-11
2021-0026,2021-03-15,2021,3,15,Driver,Motorcycle,Male,36,2021-03-15
2021-0027,2021-03-16,2021,3,16,Driver,Motorcycle,Female,19,2021-03-16
2021-0028,2021-03-29,2021,3,29,Pedestrian,Pedestrian,Male,42,2021-03-29
2021-0029,2021-03-31,2021,3,31,Driver,Car,Male,26,2021-04-02
2021-0030,2021-04-03,2021,4,3,Pedestrian,Pedestrian,Male,36,2021-04-07
2021-0031,2021-04-07,2021,4,7,Pedestrian,Pedestrian,Female,68,2021-04-11
2021-0032,2021-04-10,2021,4,10,Pedestrian,Pedestrian,Male,60,2021-04-29
2021-0033,2021-04-14,2021,4,14,Driver,Car,Male,33,2021-04-14
2021-0034,2021-04-19,2021,4,19,Passenger_Companion,Motorcycle,Female,26,2021-04-19
2021-0035,2021-05-03,2021,5,3,Driver,Motorcycle,Male,24,2021-05-03
2021-0036,2021-05-09,2021,5,9,Driver,Motorcycle,Male,36,2021-05-09
2021-0037,2021-05-11,2021,5,11,Pedestrian,Pedestrian,Female,58,2021-05-11
2021-0038,2021-05-14,2021,5,14,Driver,Motorcycle,Female,44,2021-05-14
2021-0039,2021-05-15,2021,5,15,Cyclist,Bicycle,Male,86,2021-06-05
2021-0040,2021-05-20,2021,5,20,Driver,Motorcycle,Male,27,2021-05-20
2021-0041,2021-05-20,2021,5,20,Pedestrian,Pedestrian,Male,75,2021-05-20
2021-0042,2021-05-21,2021,5,21,Pedestrian,Pedestrian,Male,39,2021-05-21
2021-0043,2021-05-22,2021,5,22,Pedestrian,Pedestrian,Male,50,2021-05-22
2021-0044,2021-05-25,2021,5,25,Passenger_Companion,Motorcycle,Male,21,2021-05-25
2021-0045,2021-05-26,2021,5,26,Driver,Motorcycle,Male,22,2021-05-26
2021-0046,2021-05-31,2021,5,31,Passenger_Companion,Car,Male,20,2021-05-31
2021-0047,2021-06-02,2021,6,2,Driver,Motorcycle,Male,59,2021-06-02
2021-0048,2021-06-03,2021,6,3,Cyclist,Bicycle,Male,44,2021-06-23
2021-0049,2021-06-03,2021,6,3,Driver,Car,Male,74,2021-06-03
2021-0050,2021-06-10,2021,6,10,Driver,Motorcycle,Male,56,2021-06-10
2021-0051,2021-06-15,2021,6,15,Pedestrian,Pedestrian,Male,73,2021-06-16
2021-0052,2021-06-20,2021,6,20,Passenger_Companion,Motorcycle,Female,19,2021-06-20
2021-0053,2021-06-20,2021,6,20,Pedestrian,Pedestrian,Male,58,2021-06-30
2021-0054,2021-06-22,2021,6,22,Driver,Motorcycle,Male,41,2021-06-22
2021-0055,2021-06-29,2021,6,29,Passenger_Companion,Motorcycle,Male,47,2021-06-29
2021-0056,2021-07-09,2021,7,9,Cyclist,Bicycle,Male,60,2021-07-09
2021-0057,2021-07-10,2021,7,10,Driver,Car,Male,46,2021-07-10
2021-0058,2021-07-21,2021,7,21,Pedestrian,Pedestrian,Male,24,2021-07-21
2021-0059,2021-07-22,2021,7,22,Passenger_Companion,Car,Female,44,2021-07-22
2021-0060,2021-07-22,2021,7,22,Pedestrian,Pedestrian,Female,80,2021-07-22
2021-0061,2021-07-24,2021,7,24,Pedestrian,Pedestrian,Female,55,2021-07-24
2021-0062,2021-07-27,2021,7,27,Driver,Car,Male,73,2021-07-27
2021-0063,2021-08-02,2021,8,2,Passenger_Companion,Car,Female,31,2021-08-02
2021-0064,2021-08-02,2021,8,2,Pedestrian,Pedestrian,Male,37,2021-08-03
2021-0065,2021-08-06,2021,8,6,Pedestrian,Pedestrian,Female,63,2021-08-10
2021-0066,2021-08-06,2021,8,6,Pedestrian,Pedestrian,Male,59,2021-08-09
2021-0067,2021-08-08,2021,8,8,Driver,Motorcycle,Male,27,2021-08-08
2021-0068,2021-08-15,2021,8,15,Driver,Motorcycle,Male,39,2021-08-15
2021-0069,2021-08-20,2021,8,20,Pedestrian,Pedestrian,Male,17,2021-08-21
2021-0070,2021-08-28,2021,8,28,Driver,Motorcycle,Male,31,2021-08-28
2021-0071,2021-08-31,2021,8,31,Pedestrian,Pedestrian,Male,88,2021-09-01
2021-0072,2021-09-01,2021,9,1,Pedestrian,Pedestrian,Female,57,2021-09-01
2021-0073,2021-09-18,2021,9,18,Cyclist,Bicycle,Female,76,2021-09-18
2021-0074,2021-09-20,2021,9,20,Driver,Motorcycle,Male,55,2021-09-20
2021-0075,2021-09-21,2021,9,21,Pedestrian,Pedestrian,Male,65,2021-09-21
2021-0076,2021-10-16,2021,10,16,Driver,Motorcycle,Male,31,2021-10-16
2021-0077,2021-10-18,2021,10,18,Driver,Motorcycle,Female,31,2021-10-18
2021-0078,2021-10-23,2021,10,23,Driver,Motorcycle,Male,22,2021-10-23
2021-0079,2021-10-25,2021,10,25,Pedestrian,Pedestrian,Male,42,2021-10-25
2021-0080,2021-10-28,2021,10,28,Driver,Motorcycle,Male,32,2021-10-28
2021-0081,2021-11-02,2021,11,2,Driver,Motorcycle,Male,26,2021-11-02
2021-0082,2021-11-06,2021,11,6,Driver,Motorcycle,Male,38,2021-11-06
2021-0083,2021-11-09,2021,11,9,Driver,Motorcycle,Male,30,2021-11-09
2021-0084,2021-11-11,2021,11,11,Driver,Car,Male,32,2021-11-11
2021-0097,2021-11-18,2021,11,18,Cyclist,Bicycle,Male,53,2021-11-19
2021-0085,2021-11-20,2021,11,20,Driver,Motorcycle,Male,49,2021-11-20
2021-0086,2021-11-25,2021,11,25,Pedestrian,Pedestrian,Male,75,2021-11-25
2021-0087,2021-11-27,2021,11,27,Pedestrian,Pedestrian,Female,73,2021-11-27
2021-0088,2021-12-01,2021,12,1,Driver,Motorcycle,Male,45,2021-12-07
2021-0089,2021-12-02,2021,12,2,Driver,Motorcycle,Male,41,2021-12-11
2021-0090,2021-12-10,2021,12,10,Pedestrian,Pedestrian,Male,73,2022-01-03
2021-0091,2021-12-11,2021,12,11,Driver,Motorcycle,Male,24,2021-12-11
2021-0092,2021-12-12,2021,12,12,Pedestrian,Pedestrian,Female,50,2021-12-12
2021-0093,2021-12-13,2021,12,13,Passenger_Companion,Motorcycle,Female,18,2021-12-18
2021-0094,2021-12-20,2021,12,20,Passenger_Companion,Motorcycle,Female,43,2021-12-20
2021-0095,2021-12-30,2021,12,30,Driver,Motorcycle,Male,27,2022-01-02
2021-0096,2021-12-15,2021,12,15,Driver,Car,Male,60,2021-12-20
